Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock FL,Shock RR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts),
9.400,7338,77.2,183.4,13.0,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.17,3.11,0.01,0.01,4.04,1.64,2.03,0.0,0.0,20.0,0.0,0.00,-1.00,0.01,3.35,3.94,0.01,0.01,4.13,1.68,2.08,
9.500,7331,77.2,183.4,13.2,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,71.90,3.10,0.01,0.01,3.84,1.64,2.05,0.0,0.0,20.3,0.0,0.00,-1.00,0.01,3.38,3.94,0.01,0.01,3.93,1.68,2.10,
9.600,7480,77.2,183.4,0.0,11.40,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.17,3.14,0.01,0.01,4.19,1.64,1.97,0.0,0.0,20.1,0.0,0.00,-1.00,0.01,3.39,3.99,0.01,0.01,4.29,1.68,2.02,
9.701,7602,77.2,183.4,0.7,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.52,3.12,0.01,0.01,4.16,1.64,2.02,0.0,0.0,20.6,0.0,0.00,-1.00,0.01,3.40,3.96,0.01,0.01,4.26,1.68,2.07,
9.800,7477,77.2,183.4,4.4,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.92,3.09,0.01,0.01,4.08,1.64,1.97,0.0,0.0,20.4,0.0,0.00,-1.00,0.01,3.42,3.92,0.01,0.01,4.18,1.68,2.02,
9.900,7397,77.2,181.7,4.1,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.42,3.12,0.01,0.01,4.18,1.65,1.95,0.0,0.0,20.5,0.0,0.00,-1.00,0.01,3.40,3.96,0.01,0.01,4.28,1.69,2.00,
10.001,7112,77.2,181.7,1.4,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.55,3.13,0.01,0.01,4.12,1.66,1.95,0.0,0.0,20.3,0.0,0.00,-1.00,0.01,3.36,3.98,0.01,0.01,4.22,1.70,2.00,
10.100,6831,77.2,181.6,1.5,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,70.05,3.13,0.01,0.01,4.30,1.64,2.06,0.0,0.0,20.0,0.0,0.00,-1.00,0.01,3.30,3.97,0.01,0.01,4.40,1.68,2.11,
10.200,7390,77.2,181.6,10.0,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.70,3.14,0.01,0.01,4.18,1.64,2.03,0.0,0.0,19.2,0.0,0.00,-1.00,0.01,3.37,3.99,0.01,0.01,4.28,1.68,2.08,
10.301,7557,77.2,181.6,18.8,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.42,3.16,0.01,0.01,4.02,1.63,1.99,0.0,0.0,19.2,0.0,0.00,-1.00,0.01,3.40,4.01,0.01,0.01,4.11,1.67,2.04,
10.400,7507,77.2,183.3,16.8,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.32,3.12,0.01,0.01,4.02,1.64,2.02,0.0,0.0,19.6,0.0,0.00,-1.00,0.01,3.39,3.96,0.01,0.01,4.12,1.68,2.07,
10.500,6758,77.2,181.6,11.7,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,68.72,3.14,0.01,0.01,4.31,1.64,2.04,0.0,0.0,19.6,0.0,0.00,-1.00,0.01,3.25,3.98,0.01,0.01,4.42,1.68,2.09,
10.600,6708,77.2,181.6,11.8,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,65.90,3.15,0.01,0.01,4.25,1.63,1.93,0.0,0.0,19.5,0.0,0.00,-1.00,0.01,3.14,3.99,0.01,0.01,4.35,1.67,1.98,
10.700,7088,77.2,181.6,19.1,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,67.63,3.13,0.01,0.01,4.46,1.66,2.07,0.0,0.0,18.6,0.0,0.00,-1.00,0.01,3.21,3.98,0.01,0.01,4.57,1.70,2.12,
10.800,7294,77.2,181.6,15.3,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,71.34,3.15,0.01,0.01,4.08,1.66,1.96,0.0,0.0,18.8,0.0,0.00,-1.00,0.01,3.35,4.00,0.01,0.01,4.18,1.70,2.01,
10.900,7334,77.2,181.6,19.5,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.65,3.12,0.01,0.01,4.06,1.66,2.05,0.0,0.0,19.0,0.0,0.00,-1.00,0.01,3.37,3.96,0.01,0.01,4.16,1.70,2.10,
11.000,6566,77.2,181.6,15.5,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,63.15,3.09,0.01,0.01,4.48,1.64,2.12,0.0,0.0,18.9,0.0,0.00,-1.00,0.01,3.03,3.93,0.01,0.01,4.59,1.68,2.17,
11.100,6784,77.2,181.6,15.5,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,66.55,3.16,0.01,0.01,4.28,1.66,2.05,0.0,0.0,19.1,0.0,0.00,-1.00,0.01,3.16,4.00,0.01,0.01,4.38,1.70,2.10,
11.200,7131,77.2,181.6,20.0,11.40,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,68.20,3.13,0.01,0.01,4.10,1.66,1.95,0.0,0.0,18.7,0.0,0.00,-1.00,0.01,3.23,3.98,0.01,0.01,4.20,1.70,2.00,
11.300,7449,77.2,181.6,22.7,11.40,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.42,3.12,0.01,0.01,4.18,1.64,2.05,0.0,0.0,19.1,0.0,0.00,-1.00,0.01,3.32,3.96,0.01,0.01,4.28,1.68,2.10,
11.400,6782,77.2,181.6,23.8,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,66.82,3.08,0.01,0.01,4.10,1.65,2.10,0.0,0.0,19.3,0.0,0.00,-1.00,0.01,3.17,3.92,0.01,0.01,4.20,1.69,2.15,
11.500,7241,77.2,181.6,22.0,11.40,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,70.72,3.13,0.01,0.01,4.15,1.64,2.01,0.0,0.0,19.0,0.0,0.00,-1.00,0.01,3.33,3.97,0.01,0.01,4.25,1.68,2.06,
11.600,7224,77.2,181.6,20.2,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,70.88,3.10,0.01,0.01,4.12,1.66,2.08,0.0,0.0,19.6,0.0,0.00,-1.00,0.01,3.34,3.93,0.01,0.01,4.22,1.70,2.13,
11.700,7227,77.2,181.6,0.0,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,71.65,3.12,0.01,0.01,4.18,1.64,2.04,0.0,0.0,19.6,0.0,0.00,-1.00,0.01,3.37,3.96,0.01,0.01,4.28,1.68,2.09,
11.800,7294,77.2,181.6,5.8,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.05,3.11,0.01,0.01,4.04,1.63,2.00,0.0,0.0,20.2,0.0,0.00,-1.00,0.01,3.38,3.95,0.01,0.01,4.14,1.67,2.04,
11.900,7242,77.2,181.6,4.4,11.40,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.34,3.14,0.01,0.01,4.14,1.62,1.98,0.0,0.0,19.7,0.0,0.00,-1.00,0.01,3.39,3.98,0.01,0.01,4.24,1.66,2.03,
12.001,7232,77.2,181.6,4.7,11.40,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,71.88,3.15,0.01,0.01,4.33,1.63,2.01,0.0,0.0,19.6,0.0,0.00,-1.00,0.01,3.38,4.00,0.01,0.01,4.43,1.67,2.06,
12.100,6800,77.2,181.6,5.8,11.40,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.30,3.14,0.01,0.01,4.26,1.63,2.06,0.0,0.0,19.1,0.0,0.00,-1.00,0.01,3.31,3.98,0.01,0.01,4.36,1.67,2.11,
12.200,6284,77.2,181.6,8.2,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,66.13,2.98,0.01,0.01,4.48,1.61,1.98,0.0,0.0,18.3,0.0,0.00,-1.00,0.01,3.15,3.78,0.01,0.01,4.59,1.65,2.03,
12.300,6359,77.2,181.6,6.0,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,64.75,3.15,0.01,0.01,4.66,1.62,2.10,0.0,0.0,17.1,0.0,0.00,-1.00,0.01,3.09,4.00,0.01,0.01,4.77,1.66,2.15,
12.400,6392,77.2,181.6,6.3,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,64.84,2.85,0.01,0.01,4.40,1.63,2.03,0.0,0.0,16.9,0.0,0.00,-1.00,0.01,3.09,3.62,0.01,0.01,4.51,1.67,2.08,
12.501,6124,77.2,181.6,6.7,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,59.27,3.12,0.01,0.01,4.53,1.60,1.96,0.0,0.0,16.4,0.0,0.00,-1.00,0.01,2.87,3.96,0.01,0.01,4.64,1.64,2.00,
12.600,5984,77.2,181.6,5.0,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,58.05,3.12,0.01,0.01,4.52,1.62,1.94,0.0,0.0,15.9,0.0,0.00,-1.00,0.01,2.82,3.97,0.01,0.01,4.63,1.66,1.99,
12.700,5949,77.2,181.6,3.0,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,55.65,3.11,0.01,0.01,4.64,1.62,2.09,0.0,0.0,15.8,0.0,0.00,-1.00,0.01,2.73,3.95,0.01,0.01,4.75,1.66,2.15,
12.803,5844,77.2,181.6,2.6,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,54.42,3.10,0.01,0.01,4.61,1.60,2.12,0.0,0.0,15.5,0.0,0.00,-1.00,0.01,2.68,3.94,0.01,0.01,4.72,1.64,2.17,
12.900,5860,77.2,181.6,0.0,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,51.88,2.82,0.01,0.01,4.57,1.61,2.09,0.0,0.0,14.8,0.0,0.00,-1.00,0.01,2.58,3.57,0.01,0.01,4.68,1.65,2.14,
13.000,6799,77.2,181.6,0.3,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,60.05,2.53,0.01,0.01,4.15,1.62,2.01,0.0,0.0,14.4,0.0,0.00,-1.00,0.01,2.90,3.22,0.01,0.01,4.25,1.66,2.05,
13.100,7510,77.2,181.6,1.1,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,68.32,2.29,0.01,0.01,4.06,1.62,1.93,0.0,0.0,13.6,0.0,0.00,-1.00,0.01,3.23,2.90,0.01,0.01,4.16,1.66,1.98,
13.200,7923,77.2,181.6,7.7,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.05,2.07,0.01,0.01,4.50,1.62,1.94,0.0,0.0,13.1,0.0,0.00,-1.00,0.01,3.38,2.63,0.01,0.01,4.61,1.66,1.99,
13.300,7890,77.2,181.6,7.3,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.50,1.88,0.01,0.01,4.44,1.64,1.90,0.0,0.0,12.4,0.0,0.00,-1.00,0.01,3.40,2.38,0.01,0.01,4.55,1.68,1.95,
13.400,7324,77.2,181.6,5.0,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,71.32,1.70,0.01,0.01,4.15,1.65,1.97,0.0,0.0,11.7,0.0,0.00,-1.00,0.01,3.35,2.16,0.01,0.01,4.25,1.69,2.01,
13.500,6622,77.2,181.6,4.4,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,68.15,1.55,0.01,0.01,4.44,1.64,2.04,0.0,0.0,11.3,0.0,0.00,-1.00,0.01,3.23,1.96,0.01,0.01,4.54,1.68,2.09,
13.600,6012,77.2,181.6,8.3,11.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,60.47,1.41,0.01,0.01,4.56,1.67,2.07,0.0,0.0,10.6,0.0,0.00,-1.00,0.01,2.92,1.79,0.01,0.01,4.67,1.71,2.12,
13.701,5751,77.2,181.6,5.6,11.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,55.00,1.28,0.01,0.01,4.57,1.67,2.13,0.0,0.0,10.0,0.0,0.00,-1.00,0.01,2.70,1.63,0.01,0.01,4.68,1.71,2.18,
13.800,5624,77.2,181.6,1.7,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,53.17,1.17,0.01,0.01,4.67,1.66,2.11,0.0,0.0,9.3,0.0,0.00,-1.00,0.01,2.63,1.48,0.01,0.01,4.78,1.70,2.16,
13.900,6104,77.2,181.6,0.0,11.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,55.13,1.06,0.01,0.01,4.41,1.62,2.02,0.0,0.0,8.6,0.0,0.00,-1.00,0.01,2.71,1.35,0.01,0.01,4.51,1.66,2.07,
14.001,6755,77.2,181.6,1.2,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,64.27,0.97,0.01,0.01,4.38,1.58,2.00,0.0,0.0,7.9,0.0,0.00,-1.00,0.01,3.07,1.23,0.01,0.01,4.48,1.62,2.05,
14.100,7598,77.2,181.6,3.0,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.65,0.88,0.01,0.01,4.01,1.58,1.89,0.0,0.0,7.2,0.0,0.00,-1.00,0.01,3.33,1.12,0.01,0.01,4.10,1.61,1.94,
14.201,7867,77.2,181.6,6.1,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.02,2.67,0.01,0.01,4.26,1.57,1.92,0.0,0.0,6.8,0.0,0.00,-1.00,0.01,3.38,3.39,0.01,0.01,4.36,1.61,1.97,
14.300,7758,77.2,181.6,4.4,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,71.27,2.40,0.01,0.01,4.10,1.57,1.96,0.0,0.0,6.1,0.0,0.00,-1.00,0.01,3.35,3.04,0.01,0.01,4.20,1.60,2.01,
14.400,7202,77.2,181.6,3.3,11.50,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.84,2.47,0.01,0.01,4.21,1.57,2.00,0.0,0.0,5.4,0.0,0.00,-1.00,0.01,3.33,3.14,0.01,0.01,4.31,1.60,2.05,
14.500,6490,77.2,181.6,4.6,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,66.38,2.22,0.01,0.01,4.32,1.57,1.98,0.0,0.0,5.0,0.0,0.00,-1.00,0.01,3.16,2.82,0.01,0.01,4.43,1.60,2.03,
14.601,5947,77.2,181.6,7.3,11.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,61.38,2.01,0.01,0.01,4.64,1.60,2.12,0.0,0.0,4.5,0.0,0.00,-1.00,0.01,2.96,2.55,0.01,0.01,4.76,1.64,2.17,
14.700,5644,77.2,181.6,2.9,11.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,56.20,1.81,0.01,0.01,4.72,1.63,2.13,0.0,0.0,4.0,0.0,0.00,-1.00,0.01,2.75,2.30,0.01,0.01,4.84,1.67,2.18,
14.801,5578,77.2,181.6,1.3,11.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,53.52,1.64,0.01,0.01,4.75,1.64,2.13,0.0,0.0,3.4,0.0,0.00,-1.00,0.01,2.64,2.08,0.01,0.01,4.86,1.68,2.19,
14.900,5731,77.2,181.4,0.0,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,54.47,1.49,0.01,0.01,4.69,1.66,2.14,0.0,0.0,2.7,0.0,0.00,-1.00,0.01,2.68,1.89,0.01,0.01,4.80,1.70,2.19,
15.000,6468,77.2,180.0,0.0,11.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,61.95,1.35,0.01,0.01,4.33,1.68,1.97,0.0,0.0,2.7,0.0,0.00,-1.00,0.01,2.98,1.71,0.01,0.01,4.44,1.72,2.01,
15.100,6747,77.2,179.8,1.5,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,68.32,1.22,0.01,0.01,4.19,1.68,2.01,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.23,1.56,0.01,0.01,4.29,1.72,2.06,
15.200,7193,77.2,181.6,1.5,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,69.84,1.11,0.01,0.01,4.06,1.69,1.92,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.29,1.41,0.01,0.01,4.16,1.73,1.97,
15.300,7476,77.2,181.4,2.4,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.84,1.01,0.01,0.01,4.12,1.68,1.99,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.37,1.28,0.01,0.01,4.22,1.72,2.04,
15.400,7670,77.2,179.8,5.4,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.77,3.15,0.01,0.01,4.10,1.68,2.01,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.41,4.00,0.01,0.01,4.20,1.72,2.05,
15.501,7485,77.2,179.8,3.2,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.17,3.14,0.01,0.01,4.14,1.69,1.99,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.39,3.99,0.01,0.01,4.24,1.73,2.04,
15.600,6872,77.2,179.8,1.3,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.02,3.15,0.01,0.01,4.04,1.69,2.01,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.30,4.00,0.01,0.01,4.14,1.73,2.06,
15.700,6286,77.2,179.8,5.0,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,65.17,3.15,0.01,0.01,4.46,1.69,2.01,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.11,4.00,0.01,0.01,4.57,1.73,2.06,
15.800,5825,77.2,179.8,6.5,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,60.09,3.15,0.01,0.01,4.64,1.69,2.09,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,2.90,4.00,0.01,0.01,4.76,1.73,2.14,
15.900,5646,77.2,179.8,3.1,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,56.17,3.15,0.01,0.01,4.69,1.69,2.12,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,2.75,4.00,0.01,0.01,4.80,1.73,2.17,
16.000,5678,77.2,179.8,0.0,11.70,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,55.40,3.15,0.01,0.01,4.58,1.69,2.07,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,2.72,4.00,0.01,0.01,4.69,1.73,2.12,
16.101,6426,77.2,179.8,0.0,11.70,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,61.97,3.15,0.01,0.01,4.34,1.69,1.96,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,2.98,4.00,0.01,0.01,4.44,1.73,2.01,
16.200,6449,77.2,179.8,1.0,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,64.77,3.15,0.01,0.01,4.39,1.69,1.95,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.09,4.00,0.01,0.01,4.49,1.73,2.00,
16.300,7219,77.2,179.8,0.0,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.47,3.15,0.01,0.01,4.13,1.69,1.96,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.40,4.00,0.01,0.01,4.23,1.73,2.01,
16.401,6577,77.2,179.8,2.6,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,68.27,3.15,0.01,0.01,4.33,1.69,2.02,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.23,4.00,0.01,0.01,4.44,1.73,2.07,
16.500,7015,77.2,179.8,0.0,11.70,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.17,3.15,0.01,0.01,4.19,1.69,2.07,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.31,4.00,0.01,0.01,4.29,1.73,2.12,
16.600,6205,77.2,179.8,3.5,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,64.00,3.15,0.01,0.01,4.57,1.69,2.12,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.06,4.00,0.01,0.01,4.68,1.73,2.17,
16.700,6389,77.2,179.8,2.1,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,64.15,3.15,0.01,0.01,4.27,1.69,1.99,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.07,4.00,0.01,0.01,4.37,1.73,2.04,
16.800,6814,77.2,179.8,0.0,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,68.27,3.15,0.01,0.01,4.26,1.69,2.06,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.23,4.00,0.01,0.01,4.37,1.73,2.11,
16.900,6740,77.2,179.8,1.5,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.32,3.15,0.01,0.01,4.25,1.69,2.08,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.31,4.00,0.01,0.01,4.35,1.73,2.13,
17.001,6350,77.2,179.8,1.5,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,65.09,3.15,0.01,0.01,4.40,1.69,2.03,0.0,0.0,1.6,0.0,0.00,-1.00,0.01,3.10,4.00,0.01,0.01,4.51,1.73,2.08,
17.100,6055,77.2,179.8,2.3,11.60,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,62.63,3.15,0.01,0.01,4.52,1.68,2.06,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,3.01,4.00,0.01,0.01,4.63,1.72,2.11,
17.200,4550,77.2,179.8,6.6,11.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,44.40,3.13,0.01,0.01,4.75,1.69,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,2.28,3.98,0.01,0.01,4.86,1.73,2.19,
17.300,2784,77.2,179.8,9.1,11.70,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,21.67,3.12,0.01,0.01,4.70,1.68,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,1.37,3.96,0.01,0.01,4.81,1.73,2.19,
17.400,2066,77.2,179.8,0.0,11.00,530.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,3.40,3.09,0.01,0.01,4.81,1.68,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.64,3.92,0.01,0.01,4.93,1.72,2.19,
17.500,2066,77.2,179.8,3.2,10.90,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,1.13,2.82,0.01,0.01,4.81,1.68,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.55,3.57,0.01,0.01,4.93,1.72,2.19,
17.600,2066,77.2,179.8,4.6,10.80,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,1.30,2.54,0.01,0.01,4.81,1.70,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.55,3.22,0.01,0.01,4.93,1.74,2.19,
17.700,2066,77.2,179.8,6.9,10.70,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,1.05,3.15,0.01,0.01,4.81,1.70,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,4.00,0.01,0.01,4.93,1.74,2.19,
17.800,2066,77.2,179.8,7.3,10.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,1.07,3.13,0.01,0.01,4.81,1.70,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.97,0.01,0.01,4.93,1.75,2.19,
17.900,2066,77.2,179.8,7.4,10.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,1.05,3.14,0.01,0.01,4.81,1.70,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
18.000,2066,77.2,179.8,7.4,10.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,1.02,3.14,0.01,0.01,4.81,1.70,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.74,2.19,
18.100,2066,77.2,179.8,7.4,10.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.95,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
18.200,2066,77.2,179.8,7.5,10.60,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.97,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
18.300,2066,77.2,179.8,7.5,10.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.95,3.14,0.01,0.01,4.80,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.92,1.75,2.19,
18.400,2066,77.2,179.8,7.6,10.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.95,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
18.500,2066,77.2,179.8,7.6,10.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.97,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.98,0.01,0.01,4.93,1.75,2.19,
18.600,2066,77.2,179.8,7.5,10.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.95,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
18.700,2066,77.2,179.8,7.6,10.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
18.800,2066,77.2,179.8,7.7,10.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
18.900,2066,77.2,179.8,7.7,10.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
