Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Map Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts)
11.199,7753,77.2,169,97.7,13.76,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,73.97,3.07,4.21,1.67,1.98,0,0,29.8,0,0,-1,0.01,3.46,3.9,0.01,0.01,4.32,1.71,2.02
11.299,7477,77.2,169,98.4,13.87,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,73.34,3.07,4.16,1.68,2.06,0,0,28.1,0,0,-1,0.01,3.43,3.89,0.01,0.01,4.26,1.72,2.11
11.399,7831,77.2,169,98.2,13.73,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,73.77,3.09,4.08,1.67,1.94,0,0,28.9,0,0,-1,0.01,3.45,3.92,0.01,0.01,4.18,1.71,1.99
11.499,8045,77.2,169,98.4,13.76,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,74.57,3.11,4.15,1.64,1.98,0,0,30.2,0,0,-1,0.01,3.48,3.95,0.01,0.01,4.25,1.68,2.03
11.599,8322,77.2,169,98.7,13.7,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,74.4,3.09,4.07,1.65,1.98,0,0,31.1,0,0,-1,0.01,3.48,3.92,0.01,0.01,4.17,1.69,2.03
11.699,8581,77.2,169,98.7,13.67,11.9,530,100,100,100,100,0,0,1,0,0,0,0,0,73.84,3.08,4.06,1.64,1.89,0,0,32.5,0,0,-1,0.01,3.45,3.91,0.01,0.01,4.16,1.68,1.94
11.799,8832,77.2,169,98.9,13.51,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,75.55,3.1,4.58,1.62,2.06,0,0,33.6,0,0,-1,0.01,3.52,3.94,0.01,0.01,4.69,1.66,2.11
11.899,9101,77.2,169,98.5,13.44,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,75.02,3.08,4.53,1.59,2.03,0,0,34.3,0,0,-1,0.01,3.5,3.91,0.01,0.01,4.64,1.63,2.08
11.999,9495,77.2,169,98.8,13.44,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,76.13,3.13,4.32,1.56,1.95,0,0,35.3,0,0,-1,0.01,3.55,3.97,0.01,0.01,4.43,1.6,1.99
12.099,9535,77.2,169,99.2,13.42,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,75.95,3.1,4.16,1.53,1.98,0,0,36.2,0,0,-1,0.01,3.54,3.94,0.01,0.01,4.26,1.57,2.03
12.199,9925,77.2,169,99.2,13.51,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,76.02,3.11,4.29,1.5,1.87,0,0,36.9,0,0,-1,0.01,3.54,3.94,0.01,0.01,4.39,1.53,1.92
12.3,9864,77.2,169,99.1,13.3,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,76,3.09,4.13,1.5,1.87,0,0,37.1,0,0,-1,0.01,3.54,3.92,0.01,0.01,4.23,1.54,1.91
12.399,10110,77.2,169,99,13.5,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,76.02,3.12,4,1.49,1.8,0,0,37.3,0,0,-1,0.01,3.54,3.95,0.01,0.01,4.09,1.53,1.85
12.499,10024,77.2,169,99.1,13.43,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,77.15,3.12,4.35,1.49,1.95,0,0,37.6,0,0,-1,0.01,3.59,3.96,0.01,0.01,4.46,1.52,1.99
12.599,10180,77.2,169,99.1,13.47,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,77.57,3.09,4.01,1.49,1.81,0,0,37.8,0,0,-1,0.01,3.6,3.92,0.01,0.01,4.11,1.53,1.86
12.699,10316,77.2,169,98.9,13.38,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,77.8,3.14,4.01,1.54,1.72,0,0,39.1,0,0,-1,0.01,3.61,3.98,0.01,0.01,4.1,1.58,1.76
12.799,10309,77.2,169,98.4,13.33,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,77.84,3.2,3.92,1.57,1.88,0,0,38.8,0,0,-1,0.01,3.61,4.06,0.01,0.01,4.01,1.61,1.93
12.899,10323,77.2,169,98.6,13.38,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,77.65,3.17,4.51,1.49,1.81,0,0,38.3,0,0,-1,0.01,3.61,4.03,0.01,0.01,4.62,1.53,1.86
13,10479,77.2,169,98.4,13.3,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,75.59,3.12,4.31,1.36,1.8,0,0,37.9,0,0,-1,0.01,3.52,3.96,0.01,0.01,4.42,1.39,1.84
13.099,10399,77.2,169,98.4,13.38,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,76.34,3.2,4.27,1.18,1.78,0,0,37.8,0,0,-1,0.01,3.55,4.06,0.01,0.01,4.38,1.21,1.83
13.199,10349,77.2,169,98.2,13.37,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,76.52,3.25,4.3,1.28,1.78,0,0,38.3,0,0,-1,0.01,3.56,4.13,0.01,0.01,4.4,1.31,1.82
13.3,10283,77.2,169,98.4,13.49,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,76.13,3.18,4.18,1.5,1.79,0,0,38.4,0,0,-1,0.01,3.55,4.04,0.01,0.01,4.28,1.54,1.83
13.399,10325,77.2,169,98.2,13.3,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,76.3,3.13,4.28,1.14,1.87,0,0,38.9,0,0,-1,0.01,3.55,3.98,0.01,0.01,4.38,1.17,1.91
13.499,10419,77.2,169,98,13.49,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,77.32,3.22,4.44,0.95,1.83,0,0,38,0,0,-1,0.01,3.59,4.09,0.01,0.01,4.54,0.98,1.87
13.6,10354,77.2,169,98.1,13.5,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,74.75,3.2,4.2,1.04,1.78,0,0,38,0,0,-1,0.01,3.49,4.06,0.01,0.01,4.3,1.07,1.82
13.699,10363,77.2,169,98.2,13.23,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,69.4,3.09,3.97,0.91,1.73,0,0,38.3,0,0,-1,0.01,3.28,3.92,0.01,0.01,4.07,0.94,1.78
13.799,10262,77.2,169,98.1,13.36,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,74.57,3.17,4.08,0.99,1.78,0,0,37.8,0,0,-1,0.01,3.48,4.02,0.01,0.01,4.18,1.01,1.82
13.899,10183,77.2,169,98.1,13.5,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,76.02,3.25,4.29,0.95,1.86,0,0,37.3,0,0,-1,0.01,3.54,4.12,0.01,0.01,4.4,0.97,1.91
13.999,10264,77.2,169,95.6,13.36,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,75.34,3.14,4.11,0.95,1.81,0,0,38,0,0,-1,0.01,3.51,3.99,0.01,0.01,4.21,0.97,1.85
14.101,10443,77.2,169,0,11.24,12,530,100,100,100,100,0,0,1,0,0,0,0,0,75.17,3.1,4.32,1.02,1.88,0,0,39.4,0,0,-1,0.01,3.51,3.93,0.01,0.01,4.43,1.05,1.92
14.201,9883,77.2,169,8,8.87,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,74.82,3.27,4.65,1.15,1.94,0,0,37.3,0,0,-1,0.01,3.49,4.16,0.01,0.01,4.76,1.18,1.99
14.299,9202,77.2,169,4.1,7.88,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,75.75,3.24,4.71,1.19,1.89,0,0,35.8,0,0,-1,0.01,3.53,4.11,0.01,0.01,4.82,1.22,1.93
14.399,8905,77.2,169,2.5,7.39,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,74.84,3.14,4.49,0.92,1.83,0,0,31.8,0,0,-1,0.01,3.49,3.99,0.01,0.01,4.59,0.94,1.87
14.499,8734,77.2,169,3.9,7.13,11.9,530,100,100,100,100,0,0,1,0,0,0,0,0,75.38,2.97,4.68,1,1.87,0,0,31.8,0,0,-1,0.01,3.52,3.76,0.01,0.01,4.79,1.02,1.91
14.599,8373,77.2,169,3,7.12,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,75.4,3.28,4.58,1.24,1.85,0,0,29.3,0,0,-1,0.01,3.52,4.17,0.01,0.01,4.69,1.27,1.89
14.699,8060,77.2,169,4.8,7.27,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,74.38,3.1,4.65,1.14,1.84,0,0,29.2,0,0,-1,0.01,3.48,3.94,0.01,0.01,4.76,1.17,1.89
14.799,7470,77.2,169,3,7.66,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,74.4,3.04,3.71,1.09,1.96,0,0,27.8,0,0,-1,0.01,3.48,3.86,0.01,0.01,3.8,1.12,2.01
14.899,7216,77.2,169,2.5,7.89,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,73.42,3.25,4.78,1.04,1.94,0,0,25.2,0,0,-1,0.01,3.44,4.13,0.01,0.01,4.89,1.07,1.98
14.999,6947,77.2,169,0.7,8.35,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,72.67,3.25,4.8,1.34,1.89,0,0,21.8,0,0,-1,0.01,3.41,4.12,0.01,0.01,4.92,1.37,1.94
15.099,6501,77.2,169,6,8.94,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,71.02,3.12,4.78,1.34,2.01,0,0,22.4,0,0,-1,0.01,3.34,3.96,0.01,0.01,4.89,1.38,2.06
15.199,6976,77.2,169,31.4,12.78,12,530,100,100,100,100,0,0,1,0,0,0,0,0,70.92,3.13,4.78,1.46,1.97,0,0,22.3,0,0,-1,0.01,3.34,3.98,0.01,0.01,4.89,1.5,2.02
15.299,8324,77.2,169,87.4,13.58,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,74.02,3.32,4.01,2.23,1.96,0,0,32.5,0,0,-1,0.01,3.46,4.21,0.01,0.01,4.1,2.28,2.01
15.399,8127,77.2,169,89.3,13.73,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,73.92,3.15,4.69,1.9,2.11,0,0,30.3,0,0,-1,0.01,3.46,3.99,0.01,0.01,4.8,1.95,2.16
15.5,7573,77.2,169,45.2,13.62,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,72.4,3.05,4.73,1.2,2.03,0,0,28.5,0,0,-1,0.01,3.4,3.87,0.01,0.01,4.85,1.23,2.08
15.599,7348,77.2,169,0,12.06,12,530,100,100,100,100,0,0,0,0,0,0,0,0,72.52,3.18,4.74,0.68,1.95,0,0,28.1,0,0,-1,0.01,3.4,4.04,0.01,0.01,4.85,0.7,1.99
15.699,6827,77.2,169,1.7,10.42,12,530,100,100,100,100,0,0,0,0,0,0,0,0,69.3,2.94,4.73,0.69,2.01,0,0,25.8,0,0,-1,0.01,3.27,3.73,0.01,0.01,4.84,0.71,2.06
15.799,7121,77.2,169,0,10.06,11.9,530,100,100,100,100,0,0,1,0,0,0,0,0,68.4,2.64,4.55,0.72,1.99,0,0,25,0,0,-1,0.01,3.24,3.36,0.01,0.01,4.66,0.74,2.04
15.9,7032,77.2,169,18.6,13.52,11.9,530,100,100,100,100,0,0,1,0,0,0,0,0,70.63,3.27,4.81,0.83,1.81,0,0,25.5,0,0,-1,0.01,3.33,4.15,0.01,0.01,4.92,0.85,1.85
15.999,7314,77.2,169,97,13.94,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,70.72,3.24,4.8,1,1.93,0,0,23.7,0,0,-1,0.01,3.33,4.11,0.01,0.01,4.91,1.03,1.98
16.099,8130,77.2,169,97.2,13.7,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,72.52,3.06,4.48,1.43,2.03,0,0,29.1,0,0,-1,0.01,3.4,3.88,0.01,0.01,4.59,1.47,2.08
16.199,8238,77.2,169,98.1,13.65,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,72.75,2.99,4.62,1.1,2.11,0,0,31.2,0,0,-1,0.01,3.41,3.79,0.01,0.01,4.73,1.12,2.16
16.299,8071,77.2,169,98.4,13.78,11.9,530,100,100,100,100,0,0,1,0,0,0,0,0,71.84,3.07,4.77,0.95,2.02,0,0,31.2,0,0,-1,0.01,3.37,3.9,0.01,0.01,4.88,0.98,2.07
16.4,8886,77.2,169,98.3,13.51,11.9,530,100,100,100,100,0,0,1,0,0,0,0,0,72.3,3.14,4.78,1.25,2.04,0,0,32.9,0,0,-1,0.01,3.39,3.99,0.01,0.01,4.9,1.28,2.09
16.5,8949,77.2,169,98.1,13.47,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,73.2,3.13,4.65,1.34,2,0,0,33.6,0,0,-1,0.01,3.43,3.97,0.01,0.01,4.76,1.38,2.05
16.599,9236,77.2,169,98.2,13.51,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,73.47,3.13,4.61,1.52,1.95,0,0,35.5,0,0,-1,0.01,3.44,3.97,0.01,0.01,4.72,1.56,2
16.699,9441,77.2,169,98.9,13.5,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,74.15,3.17,4.28,2.07,1.94,0,0,35.6,0,0,-1,0.01,3.47,4.02,0.01,0.01,4.38,2.12,1.99
16.799,9309,77.2,169,98.9,13.51,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,74.4,3.15,4.45,2.05,2.01,0,0,34.5,0,0,-1,0.01,3.48,4,0.01,0.01,4.55,2.1,2.05
16.899,8799,77.2,169,98.5,13.56,12,530,100,100,100,100,0,0,1,0,0,0,0,0,73.17,3.15,4.67,1.84,2.12,0,0,33,0,0,-1,0.01,3.43,4,0.01,0.01,4.78,1.88,2.17
16.999,8719,77.2,169,98.6,13.55,11.9,530,100,100,100,100,0,0,1,0,0,0,0,0,74.22,3.04,4.49,1.6,1.94,0,0,32.3,0,0,-1,0.01,3.47,3.86,0.01,0.01,4.6,1.64,1.99
17.099,9028,77.2,169,98.7,13.5,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,73.8,3.12,4.72,1.42,2.04,0,0,34.4,0,0,-1,0.01,3.45,3.96,0.01,0.01,4.83,1.45,2.09
17.2,9430,77.2,169,98.6,13.51,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,74.52,3.16,4.42,1.64,1.95,0,0,34.4,0,0,-1,0.01,3.48,4.01,0.01,0.01,4.53,1.68,2
17.299,9347,77.2,169,98.7,13.5,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,73.72,3.07,4.42,1.68,1.99,0,0,34.9,0,0,-1,0.01,3.45,3.89,0.01,0.01,4.52,1.72,2.04
17.399,10017,77.2,169,99,13.54,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,73.5,3.18,4.19,1.67,1.95,0,0,35.3,0,0,-1,0.01,3.44,4.04,0.01,0.01,4.29,1.71,2
17.5,9531,77.2,169,98.9,13.48,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,74.05,3.04,3.69,1.68,1.99,0,0,36.3,0,0,-1,0.01,3.46,3.86,0.01,0.01,3.78,1.72,2.04
17.599,10013,77.2,169,99,13.34,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,74.82,3.04,3.89,1.66,1.73,0,0,37.1,0,0,-1,0.01,3.49,3.86,0.01,0.01,3.98,1.7,1.77
17.7,9905,77.2,169,99,13.56,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,75.05,3.04,4.03,1.68,1.82,0,0,37.7,0,0,-1,0.01,3.5,3.86,0.01,0.01,4.13,1.72,1.86
17.799,10112,77.2,169,98.9,13.36,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,74.77,3.15,4,1.65,1.8,0,0,38.1,0,0,-1,0.01,3.49,3.99,0.01,0.01,4.09,1.69,1.84
17.9,10489,77.2,169,0,13.26,11.9,530,100,100,100,100,0,0,0,0,0,0,0,0,75.77,3.07,4.01,1.66,1.78,0,0,37.6,0,0,-1,0.01,3.53,3.89,0.01,0.01,4.11,1.7,1.82
17.999,11250,77.2,169,7.8,9.42,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,74.05,3.09,3.54,1.63,1.63,0,0,37.3,0,0,-1,0.01,3.46,3.92,0.01,0.01,3.63,1.67,1.67
18.099,10121,77.2,169,8.6,7.56,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,75.88,3.17,4.02,1.64,1.7,0,0,37.1,0,0,-1,0.01,3.54,4.02,0.01,0.01,4.11,1.68,1.74
18.2,9314,77.2,169,10.4,8,11.8,530,100,100,100,100,0,0,1,0,0,0,0,0,74.95,3.17,4.46,1.63,2.01,0,0,37.6,0,0,-1,0.01,3.5,4.02,0.01,0.01,4.56,1.66,2.06
18.299,8955,77.2,169,3,7.64,12,530,100,100,100,100,0,0,0,0,0,0,0,0,75.15,3.1,4.36,1.64,2,0,0,36.9,0,0,-1,0.01,3.51,3.94,0.01,0.01,4.46,1.68,2.04
18.399,8753,77.2,167.4,0,11.06,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,74.88,3.08,4.4,1.61,1.9,0,0,36.5,0,0,-1,0.01,3.5,3.91,0.01,0.01,4.5,1.65,1.94
18.499,8463,77.2,169,99.7,13.67,12,530,100,100,100,100,0,0,1,0,0,0,0,0,74.02,3.08,4.29,1.63,1.92,0,0,37.5,0,0,-1,0.01,3.46,3.91,0.01,0.01,4.4,1.67,1.96
18.601,8498,77.2,169,99.2,13.68,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,73.77,3.12,4.35,1.64,1.83,0,0,38.3,0,0,-1,0.01,3.45,3.96,0.01,0.01,4.46,1.68,1.87
18.699,8675,77.2,169,98.6,13.64,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,73.47,3.07,4.35,1.64,1.91,0,0,39.3,0,0,-1,0.01,3.44,3.89,0.01,0.01,4.45,1.68,1.96
18.8,8907,77.2,169,98.7,13.51,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,74.42,3.13,4.51,1.65,2.01,0,0,40.3,0,0,-1,0.01,3.48,3.97,0.01,0.01,4.62,1.69,2.06
18.9,9056,77.2,169,98.9,13.51,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,75.32,3.09,4.35,1.64,2.06,0,0,40.8,0,0,-1,0.01,3.51,3.93,0.01,0.01,4.46,1.68,2.11
18.999,9410,77.2,169,99,13.47,12,530,100,100,100,100,0,0,0,0,0,0,0,0,75.77,2.99,4.38,1.62,1.94,0,0,42.2,0,0,-1,0.01,3.53,3.79,0.01,0.01,4.49,1.66,1.98
19.1,9297,77.2,169,99.2,13.43,12,530,100,100,100,100,0,0,0,0,0,0,0,0,75.8,3.12,4.47,1.61,1.98,0,0,42.5,0,0,-1,0.01,3.53,3.96,0.01,0.01,4.57,1.65,2.03
19.199,9467,77.2,169,99.2,13.42,12,530,100,100,100,100,0,0,0,0,0,0,0,0,73.55,3.14,4.04,1.63,1.92,0,0,42.5,0,0,-1,0.01,3.44,3.98,0.01,0.01,4.14,1.67,1.96
19.299,9696,77.2,169,99.4,13.45,12,530,100,100,100,100,0,0,0,0,0,0,0,0,74.7,3.09,4.44,1.65,1.94,0,0,43.3,0,0,-1,0.01,3.49,3.93,0.01,0.01,4.54,1.69,1.99
19.399,9635,77.2,169,99.4,13.55,12,530,100,100,100,100,0,0,0,0,0,0,0,0,74.8,3.09,4.22,1.68,1.96,0,0,43.5,0,0,-1,0.01,3.49,3.93,0.01,0.01,4.32,1.72,2.01
19.5,9855,77.2,169,99.6,13.62,12,530,100,100,100,100,0,0,1,0,0,0,0,0,75.27,3.1,4.25,1.62,1.9,0,0,44.6,0,0,-1,0.01,3.51,3.94,0.01,0.01,4.35,1.66,1.94
19.599,9801,77.2,169,99.5,13.45,12,530,100,100,100,100,0,0,0,0,0,0,0,0,75.75,2.97,4.17,1.63,1.89,0,0,44.5,0,0,-1,0.01,3.53,3.78,0.01,0.01,4.27,1.67,1.93
19.699,10435,77.2,169,97.4,13.33,12,530,100,100,100,100,0,0,1,0,0,0,0,0,76.22,3.14,4.37,1.61,1.77,0,0,44,0,0,-1,0.01,3.55,3.98,0.01,0.01,4.48,1.65,1.82
19.799,11149,77.2,169,0,11.26,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,75.77,3.16,3.54,1.67,1.6,0,0,43.8,0,0,-1,0.01,3.53,4.01,0.01,0.01,3.63,1.71,1.64
19.9,10962,77.2,169,9.4,8.52,12,530,100,100,100,100,0,0,0,0,0,0,0,0,75.9,3.1,3.55,1.65,1.63,0,0,43.8,0,0,-1,0.01,3.54,3.93,0.01,0.01,3.64,1.69,1.67
20,9654,77.2,169,0,7.83,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,75.55,3.1,4.28,1.63,1.99,0,0,43.3,0,0,-1,0.01,3.52,3.93,0.01,0.01,4.38,1.67,2.04
20.099,9761,77.2,169,97.5,12.84,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,75.57,3.13,4.32,1.62,2.02,0,0,43,0,0,-1,0.01,3.52,3.97,0.01,0.01,4.43,1.66,2.07
20.2,8766,77.2,169,99.8,13.51,12,530,100,100,100,100,0,0,1,0,0,0,0,0,74.38,3.09,3.9,1.69,2.05,0,0,45.5,0,0,-1,0.01,3.48,3.93,0.01,0.01,3.99,1.73,2.1
20.299,8811,77.2,169,99.3,13.6,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,73.63,3.04,4.35,1.62,1.88,0,0,45.2,0,0,-1,0.01,3.45,3.86,0.01,0.01,4.46,1.66,1.92
20.4,8807,77.2,169,99.3,13.52,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,71.38,3.11,4.54,1.62,1.88,0,0,45.9,0,0,-1,0.01,3.36,3.95,0.01,0.01,4.65,1.66,1.93
20.499,8948,77.2,169,99.2,13.52,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,72.07,3.1,4.59,1.61,2.02,0,0,46.7,0,0,-1,0.01,3.38,3.94,0.01,0.01,4.7,1.65,2.07
20.599,9098,77.2,169,99.2,13.43,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,72.45,3.11,4.22,1.64,2.02,0,0,46.8,0,0,-1,0.01,3.4,3.95,0.01,0.01,4.33,1.68,2.07
20.7,9164,77.2,169,99.4,13.54,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,72.63,3.16,4.47,1.65,1.88,0,0,47.4,0,0,-1,0.01,3.41,4.01,0.01,0.01,4.58,1.69,1.92
20.799,9261,77.2,169,99.3,13.51,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,73.8,3.12,4.44,1.64,2.02,0,0,48.3,0,0,-1,0.01,3.45,3.96,0.01,0.01,4.54,1.68,2.07
20.899,9324,77.2,169,99.5,13.5,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,74.5,3.06,4.18,1.64,2.01,0,0,48.3,0,0,-1,0.01,3.48,3.88,0.01,0.01,4.28,1.68,2.05
20.999,9483,77.2,169,99.6,13.47,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,75,3.01,4.39,1.61,2.01,0,0,48.9,0,0,-1,0.01,3.5,3.82,0.01,0.01,4.5,1.65,2.06
21.099,9539,77.2,169,99.7,13.5,12,530,100,100,100,100,0,0,1,0,0,0,0,0,74.45,3.05,4.54,1.61,2.02,0,0,49.6,0,0,-1,0.01,3.48,3.88,0.01,0.01,4.65,1.65,2.07
21.199,9601,77.2,169,99.7,13.51,12,530,100,100,100,100,0,0,1,0,0,0,0,0,74.67,3.15,4.4,1.66,1.96,0,0,50.1,0,0,-1,0.01,3.49,4,0.01,0.01,4.51,1.7,2.01
21.299,9669,77.2,169,99.8,13.57,12,530,100,100,100,100,0,0,1,0,0,0,0,0,73.82,3.09,4.09,1.66,1.82,0,0,50.2,0,0,-1,0.01,3.45,3.92,0.01,0.01,4.19,1.7,1.86
21.399,9706,77.2,169,99.7,13.35,12,530,100,100,100,100,0,0,0,0,0,0,0,0,75.15,3.16,4.26,1.64,2.06,0,0,50.8,0,0,-1,0.01,3.51,4.02,0.01,0.01,4.37,1.68,2.11
21.499,9780,77.2,169,99.7,13.54,12,530,100,100,100,100,0,0,0,0,0,0,0,0,74.5,3.09,4.28,1.61,1.9,0,0,52.2,0,0,-1,0.01,3.48,3.93,0.01,0.01,4.39,1.65,1.95
21.599,9810,77.2,169,99.7,13.48,12,530,100,100,100,100,0,0,1,0,0,0,0,0,75.8,3.12,4.25,1.64,2.06,0,0,51.4,0,0,-1,0.01,3.53,3.96,0.01,0.01,4.35,1.68,2.11
21.699,9853,77.2,169,99.8,13.4,12,530,100,100,100,100,0,0,0,0,0,0,0,0,74.75,3.12,4.25,1.65,1.91,0,0,51.1,0,0,-1,0.01,3.49,3.96,0.01,0.01,4.35,1.69,1.96
21.799,9914,77.2,169,99.9,13.61,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,75.55,3.14,4.27,1.64,1.95,0,0,51.6,0,0,-1,0.01,3.52,3.99,0.01,0.01,4.38,1.68,2
21.899,9946,77.2,169,99.8,13.61,12,530,100,100,100,100,0,0,0,0,0,0,0,0,74.67,3.03,4.07,1.66,1.86,0,0,52.1,0,0,-1,0.01,3.49,3.84,0.01,0.01,4.17,1.7,1.91
21.999,10024,77.2,169,99.8,13.55,12,530,100,100,100,100,0,0,1,0,0,0,0,0,75.67,3.1,4.42,1.63,1.96,0,0,52.7,0,0,-1,0.01,3.53,3.93,0.01,0.01,4.53,1.67,2.01
22.099,10585,77.2,169,0,13.26,12,530,100,100,100,100,0,0,0,0,0,0,0,0,75.82,3.14,3.91,1.62,1.67,0,0,50.9,0,0,-1,0.01,3.53,3.99,0.01,0.01,4,1.66,1.71
22.2,11266,79,169,6.7,9.77,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,75.84,3.14,3.45,1.64,1.57,0,0,50.7,0,0,-1,0.01,3.53,3.98,0.01,0.01,3.53,1.68,1.61
22.299,10550,79,169,0,9.73,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,75.25,3.16,3.84,1.62,1.78,0,0,50.5,0,0,-1,0.01,3.51,4,0.01,0.01,3.93,1.66,1.83
22.399,9525,79,169,97.9,13.46,12,530,100,100,100,100,0,0,0,0,0,0,0,0,73.72,3.15,4.07,1.61,1.84,0,0,56.5,0,0,-1,0.01,3.45,4,0.01,0.01,4.17,1.65,1.88
22.499,8969,79,169,99.1,13.51,12,530,100,100,100,100,0,0,1,0,0,0,0,0,74.47,3.07,4.5,1.69,2.04,0,0,52.4,0,0,-1,0.01,3.48,3.89,0.01,0.01,4.61,1.73,2.09
22.599,9138,79,169,98.7,13.4,12,530,100,100,100,100,0,0,0,0,0,0,0,0,73.97,3.11,4.5,1.67,1.96,0,0,53,0,0,-1,0.01,3.46,3.95,0.01,0.01,4.61,1.71,2.01
22.7,9191,79,169,99.2,13.48,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,72.4,3.08,4.3,1.66,1.91,0,0,53.1,0,0,-1,0.01,3.4,3.91,0.01,0.01,4.41,1.7,1.96
22.799,9266,79,169,99.3,13.52,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,71.45,3.1,4.31,1.65,1.98,0,0,53.1,0,0,-1,0.01,3.36,3.93,0.01,0.01,4.42,1.69,2.03
