Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Map Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts),
9.400,4992,75.4,163.6,0.0,12.55,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,48.80,3.16,4.40,1.56,1.96,0.0,0.0,8.4,0.0,0.00,-1.00,0.01,2.45,4.01,0.01,0.01,4.50,1.60,2.01,
9.500,5511,75.4,163.6,7.9,11.97,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,59.07,3.14,4.60,1.52,1.99,0.0,0.0,8.3,0.0,0.00,-1.00,0.01,2.86,3.99,0.01,0.01,4.72,1.55,2.04,
9.600,5659,75.4,163.6,7.6,11.78,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,62.95,3.17,4.66,1.52,2.09,0.0,0.0,8.4,0.0,0.00,-1.00,0.01,3.02,4.02,0.01,0.01,4.77,1.55,2.15,
9.700,5795,75.4,163.6,6.6,11.54,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,67.65,3.16,4.55,1.52,2.04,0.0,0.0,9.0,0.0,0.00,-1.00,0.01,3.21,4.01,0.01,0.01,4.66,1.55,2.09,
9.800,4422,75.4,163.6,11.6,12.00,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,54.52,3.07,4.60,1.52,2.13,0.0,0.0,10.9,0.0,0.00,-1.00,0.01,2.68,3.90,0.01,0.01,4.71,1.55,2.18,
9.900,3709,75.4,163.6,12.5,12.67,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,37.34,3.09,4.80,1.48,2.14,0.0,0.0,10.5,0.0,0.00,-1.00,0.01,1.99,3.92,0.01,0.01,4.92,1.52,2.19,
10.000,4222,75.4,163.6,15.1,12.98,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,43.59,3.19,4.77,1.48,2.14,0.0,0.0,10.8,0.0,0.00,-1.00,0.01,2.24,4.05,0.01,0.01,4.89,1.52,2.19,
10.100,4243,75.4,163.6,23.8,13.46,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,44.50,3.12,4.75,1.48,2.14,0.0,0.0,11.3,0.0,0.00,-1.00,0.01,2.28,3.96,0.01,0.01,4.86,1.52,2.19,
10.200,4380,75.4,163.6,30.1,13.73,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,46.84,3.06,4.65,1.42,2.12,0.0,0.0,11.4,0.0,0.00,-1.00,0.01,2.37,3.89,0.01,0.01,4.76,1.46,2.17,
10.300,4496,75.4,163.6,39.5,13.92,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,48.80,3.15,4.78,1.42,2.11,0.0,0.0,11.8,0.0,0.00,-1.00,0.01,2.45,3.99,0.01,0.01,4.90,1.46,2.16,
10.400,4774,75.4,163.6,48.1,13.98,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,52.55,3.15,4.66,1.42,2.08,0.0,0.0,12.5,0.0,0.00,-1.00,0.01,2.60,4.00,0.01,0.01,4.77,1.45,2.13,
10.500,4871,75.4,163.6,48.4,14.01,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,52.57,3.06,4.52,1.40,2.03,0.0,0.0,12.8,0.0,0.00,-1.00,0.01,2.60,3.88,0.01,0.01,4.63,1.43,2.08,
10.601,4983,75.4,163.6,49.7,14.02,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,54.92,3.11,4.44,1.39,1.95,0.0,0.0,13.1,0.0,0.00,-1.00,0.01,2.70,3.95,0.01,0.01,4.55,1.43,2.00,
10.700,5155,75.4,163.6,53.5,14.02,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,58.34,3.13,4.11,1.44,1.96,0.0,0.0,13.6,0.0,0.00,-1.00,0.01,2.83,3.98,0.01,0.01,4.21,1.47,2.00,
10.800,5428,75.4,163.6,54.3,13.93,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,61.77,3.10,4.34,1.47,2.02,0.0,0.0,13.9,0.0,0.00,-1.00,0.01,2.97,3.94,0.01,0.01,4.45,1.51,2.07,
10.900,5741,75.4,163.6,55.3,13.90,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,67.07,3.10,4.50,1.41,1.93,0.0,0.0,14.9,0.0,0.00,-1.00,0.01,3.18,3.94,0.01,0.01,4.61,1.44,1.98,
11.000,6009,75.4,163.6,0.0,12.59,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,68.80,3.10,4.69,1.37,2.02,0.0,0.0,16.1,0.0,0.00,-1.00,0.01,3.25,3.93,0.01,0.01,4.80,1.40,2.07,
11.100,5505,75.4,163.6,0.0,11.73,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,64.90,3.04,4.67,1.39,1.97,0.0,0.0,15.2,0.0,0.00,-1.00,0.01,3.10,3.86,0.01,0.01,4.78,1.42,2.02,
11.200,4871,75.4,163.6,1.9,11.67,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,57.00,3.16,4.73,1.41,2.14,0.0,0.0,14.9,0.0,0.00,-1.00,0.01,2.78,4.01,0.01,0.01,4.84,1.44,2.19,
11.300,5346,75.4,163.6,0.0,12.08,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,58.95,3.19,4.60,1.40,2.03,0.0,0.0,14.0,0.0,0.00,-1.00,0.01,2.86,4.05,0.01,0.01,4.71,1.43,2.08,
11.400,5390,75.4,163.6,0.0,11.42,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,65.70,3.13,4.58,1.51,2.02,0.0,0.0,14.5,0.0,0.00,-1.00,0.01,3.13,3.97,0.01,0.01,4.69,1.54,2.07,
11.500,3521,75.4,163.6,8.6,12.02,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,38.47,3.05,4.76,1.45,2.14,0.0,0.0,14.9,0.0,0.00,-1.00,0.01,2.04,3.87,0.01,0.01,4.88,1.49,2.19,
11.600,3796,75.4,163.6,0.0,13.46,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,36.40,3.20,4.78,1.44,2.14,0.0,0.0,14.2,0.0,0.00,-1.00,0.01,1.96,4.06,0.01,0.01,4.89,1.48,2.19,
11.700,3933,75.4,163.6,52.6,14.16,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,39.90,3.22,4.74,1.52,2.14,0.0,0.0,14.3,0.0,0.00,-1.00,0.01,2.10,4.09,0.01,0.01,4.85,1.55,2.19,
11.800,3650,75.4,163.6,74.8,14.26,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,37.22,3.14,4.59,1.50,2.14,0.0,0.0,13.9,0.0,0.00,-1.00,0.01,1.99,3.99,0.01,0.01,4.70,1.53,2.19,
11.900,3750,75.4,163.6,91.5,14.29,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,36.75,3.13,4.81,1.47,2.11,0.0,0.0,13.1,0.0,0.00,-1.00,0.01,1.97,3.97,0.01,0.01,4.92,1.50,2.16,
12.000,3479,75.4,163.6,99.4,14.29,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,33.57,3.11,4.76,1.50,2.14,0.0,0.0,12.9,0.0,0.00,-1.00,0.01,1.84,3.94,0.01,0.01,4.88,1.53,2.19,
12.100,3880,75.4,163.6,99.6,14.35,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,36.95,3.17,4.79,1.48,2.13,0.0,0.0,12.5,0.0,0.00,-1.00,0.01,1.98,4.03,0.01,0.01,4.91,1.52,2.18,
12.200,3985,75.4,163.6,0.0,13.77,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,41.97,3.10,4.72,1.45,2.14,0.0,0.0,15.8,0.0,0.00,-1.00,0.01,2.18,3.94,0.01,0.01,4.84,1.48,2.19,
12.300,3076,75.4,163.6,0.0,13.56,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,29.30,3.08,4.77,1.37,2.12,0.0,0.0,12.9,0.0,0.00,-1.00,0.01,1.67,3.91,0.01,0.01,4.88,1.40,2.18,
12.401,3724,75.4,163.6,68.1,14.25,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,37.02,3.17,4.71,1.45,2.14,0.0,0.0,12.8,0.0,0.00,-1.00,0.01,1.98,4.02,0.01,0.01,4.82,1.48,2.19,
12.500,3257,75.4,163.6,96.8,14.34,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,31.22,3.16,4.75,1.49,2.14,0.0,0.0,13.3,0.0,0.00,-1.00,0.01,1.75,4.01,0.01,0.01,4.86,1.52,2.19,
12.600,3781,75.4,163.6,99.4,14.34,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,33.59,3.12,4.74,1.50,2.14,0.0,0.0,12.8,0.0,0.00,-1.00,0.01,1.84,3.96,0.01,0.01,4.86,1.54,2.19,
12.700,4513,75.4,163.6,99.7,14.29,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,47.25,3.13,4.71,1.51,2.11,0.0,0.0,13.6,0.0,0.00,-1.00,0.01,2.39,3.97,0.01,0.01,4.82,1.54,2.16,
12.801,3775,75.4,163.6,99.9,14.29,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,37.09,3.10,4.79,1.50,2.14,0.0,0.0,14.3,0.0,0.00,-1.00,0.01,1.98,3.94,0.01,0.01,4.91,1.53,2.19,
12.900,4025,75.4,163.6,99.9,14.29,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,40.40,3.12,4.79,1.50,2.14,0.0,0.0,14.6,0.0,0.00,-1.00,0.01,2.12,3.97,0.01,0.01,4.91,1.54,2.19,
13.000,4113,75.4,163.6,99.9,14.34,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,42.32,3.12,4.72,1.56,2.14,0.0,0.0,15.4,0.0,0.00,-1.00,0.01,2.19,3.95,0.01,0.01,4.84,1.59,2.19,
13.100,4263,75.4,163.6,100.0,14.34,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,45.20,3.09,4.67,1.56,2.13,0.0,0.0,15.9,0.0,0.00,-1.00,0.01,2.31,3.93,0.01,0.01,4.78,1.60,2.18,
13.200,4371,75.4,163.6,100.0,14.25,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,45.95,3.11,4.71,1.57,2.12,0.0,0.0,16.1,0.0,0.00,-1.00,0.01,2.34,3.94,0.01,0.01,4.82,1.60,2.17,
13.300,4379,75.4,163.6,99.7,14.37,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,47.20,3.11,4.77,1.57,2.13,0.0,0.0,16.3,0.0,0.00,-1.00,0.01,2.39,3.95,0.01,0.01,4.88,1.61,2.18,
13.400,4550,75.4,163.6,99.7,14.37,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,49.70,3.14,4.79,1.56,2.12,0.0,0.0,16.9,0.0,0.00,-1.00,0.01,2.49,3.99,0.01,0.01,4.90,1.60,2.17,
13.500,4622,75.4,163.6,99.8,14.27,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,50.97,3.13,4.75,1.56,2.08,0.0,0.0,17.2,0.0,0.00,-1.00,0.01,2.54,3.97,0.01,0.01,4.86,1.60,2.13,
13.601,4754,75.4,163.6,99.8,14.32,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,54.30,3.08,4.73,1.51,2.11,0.0,0.0,17.5,0.0,0.00,-1.00,0.01,2.67,3.91,0.01,0.01,4.85,1.55,2.16,
13.701,4938,75.4,163.6,99.7,14.29,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,54.07,3.14,4.42,1.51,2.02,0.0,0.0,17.9,0.0,0.00,-1.00,0.01,2.66,3.98,0.01,0.01,4.52,1.54,2.07,
13.800,4831,75.4,163.6,99.8,14.27,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,53.82,3.11,4.75,1.47,2.04,0.0,0.0,17.8,0.0,0.00,-1.00,0.01,2.65,3.95,0.01,0.01,4.86,1.50,2.09,
13.900,4964,75.4,163.6,99.8,14.34,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,56.34,3.18,4.45,1.46,1.97,0.0,0.0,18.1,0.0,0.00,-1.00,0.01,2.75,4.04,0.01,0.01,4.56,1.49,2.02,
14.000,5045,75.4,163.6,99.9,14.25,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,54.95,3.11,4.32,1.46,1.99,0.0,0.0,18.1,0.0,0.00,-1.00,0.01,2.70,3.95,0.01,0.01,4.42,1.49,2.04,
14.100,5039,75.4,163.6,100.0,14.29,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,56.70,3.12,4.60,1.44,2.00,0.0,0.0,18.3,0.0,0.00,-1.00,0.01,2.77,3.95,0.01,0.01,4.71,1.48,2.04,
14.200,5345,75.4,163.6,99.9,14.25,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,57.95,3.11,4.33,1.48,2.06,0.0,0.0,18.8,0.0,0.00,-1.00,0.01,2.82,3.94,0.01,0.01,4.43,1.52,2.11,
14.300,5234,75.4,163.6,99.9,14.26,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,58.95,3.08,4.45,1.43,1.90,0.0,0.0,19.3,0.0,0.00,-1.00,0.01,2.86,3.91,0.01,0.01,4.55,1.47,1.94,
14.400,5819,75.4,163.6,99.7,14.16,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,66.52,3.13,4.71,1.43,2.10,0.0,0.0,20.9,0.0,0.00,-1.00,0.01,3.16,3.98,0.01,0.01,4.82,1.46,2.15,
14.500,5531,75.4,163.6,99.5,14.21,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,63.65,3.06,4.50,1.37,2.07,0.0,0.0,20.6,0.0,0.00,-1.00,0.01,3.05,3.88,0.01,0.01,4.61,1.40,2.12,
14.600,6060,75.4,163.6,71.7,14.14,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,70.65,3.20,4.57,1.38,2.11,0.0,0.0,22.3,0.0,0.00,-1.00,0.01,3.33,4.06,0.01,0.01,4.68,1.42,2.16,
14.700,5919,75.4,163.6,31.7,13.91,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,70.34,3.07,4.64,1.34,2.03,0.0,0.0,21.7,0.0,0.00,-1.00,0.01,3.31,3.89,0.01,0.01,4.75,1.38,2.08,
14.800,6147,75.4,163.6,48.8,13.61,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,71.90,3.10,4.67,1.22,1.94,0.0,0.0,23.6,0.0,0.00,-1.00,0.01,3.38,3.94,0.01,0.01,4.79,1.25,1.99,
14.900,6429,75.4,163.6,50.5,13.44,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.55,3.07,4.79,1.22,2.11,0.0,0.0,23.5,0.0,0.00,-1.00,0.01,3.40,3.89,0.01,0.01,4.91,1.25,2.16,
15.001,6459,75.4,163.6,37.0,13.52,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.97,3.14,4.70,1.31,1.95,0.0,0.0,24.4,0.0,0.00,-1.00,0.01,3.42,3.99,0.01,0.01,4.81,1.34,2.00,
15.100,6659,75.4,163.6,67.5,13.80,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.57,3.13,4.54,1.45,2.13,0.0,0.0,25.1,0.0,0.00,-1.00,0.01,3.44,3.97,0.01,0.01,4.65,1.48,2.18,
15.201,6648,75.4,163.6,69.2,13.84,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.70,2.95,4.68,1.24,1.99,0.0,0.0,24.3,0.0,0.00,-1.00,0.01,3.41,3.75,0.01,0.01,4.79,1.27,2.04,
15.300,7181,75.4,163.6,69.1,13.70,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.25,3.18,4.75,0.97,2.11,0.0,0.0,26.4,0.0,0.00,-1.00,0.01,3.47,4.04,0.01,0.01,4.86,0.99,2.16,
15.400,7269,75.4,163.6,65.2,13.49,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.59,3.15,4.67,0.94,2.09,0.0,0.0,27.6,0.0,0.00,-1.00,0.01,3.48,4.00,0.01,0.01,4.79,0.96,2.14,
15.501,7593,75.4,163.6,65.3,13.51,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.07,2.95,4.57,0.94,2.01,0.0,0.0,29.0,0.0,0.00,-1.00,0.01,3.50,3.75,0.01,0.01,4.68,0.96,2.06,
15.601,7900,75.4,163.6,76.1,13.68,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.09,3.16,4.73,0.85,1.96,0.0,0.0,29.7,0.0,0.00,-1.00,0.01,3.54,4.01,0.01,0.01,4.84,0.88,2.01,
15.700,8106,75.4,163.6,49.2,13.30,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,75.77,3.22,4.75,1.05,2.08,0.0,0.0,30.1,0.0,0.00,-1.00,0.01,3.53,4.09,0.01,0.01,4.87,1.08,2.13,
15.800,8038,75.4,163.6,56.9,13.03,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.13,3.06,4.71,1.17,2.10,0.0,0.0,29.9,0.0,0.00,-1.00,0.01,3.55,3.88,0.01,0.01,4.82,1.20,2.15,
15.900,8508,75.4,163.6,34.2,13.05,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,76.84,3.00,4.67,1.17,2.01,0.0,0.0,31.1,0.0,0.00,-1.00,0.01,3.57,3.81,0.01,0.01,4.78,1.20,2.06,
16.000,9159,75.4,163.6,96.0,13.38,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,77.47,3.26,4.77,1.04,2.02,0.0,0.0,33.1,0.0,0.00,-1.00,0.01,3.60,4.14,0.01,0.01,4.89,1.06,2.07,
16.100,8893,75.4,163.6,98.9,13.55,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,77.27,3.20,4.78,1.04,2.02,0.0,0.0,34.0,0.0,0.00,-1.00,0.01,3.59,4.06,0.01,0.01,4.90,1.06,2.07,
16.200,9209,75.4,163.6,99.2,13.47,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,77.47,3.00,4.38,1.47,1.86,0.0,0.0,34.8,0.0,0.00,-1.00,0.01,3.60,3.80,0.01,0.01,4.49,1.50,1.90,
16.300,10000,75.4,163.6,99.8,13.27,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,78.07,3.08,3.90,2.01,1.84,0.0,0.0,35.9,0.0,0.00,-1.00,0.01,3.62,3.91,0.01,0.01,3.99,2.06,1.88,
16.400,9155,75.4,163.6,99.9,13.45,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,77.15,3.05,4.79,1.59,2.04,0.0,0.0,34.3,0.0,0.00,-1.00,0.01,3.59,3.87,0.01,0.01,4.91,1.63,2.09,
16.503,9525,75.4,163.6,99.8,13.44,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,77.65,3.03,4.25,1.48,1.85,0.0,0.0,35.0,0.0,0.00,-1.00,0.01,3.61,3.84,0.01,0.01,4.35,1.52,1.89,
16.601,9658,75.4,163.6,100.0,13.39,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,77.20,3.10,4.59,1.06,1.92,0.0,0.0,36.1,0.0,0.00,-1.00,0.01,3.59,3.94,0.01,0.01,4.70,1.09,1.97,
16.701,9430,75.4,163.6,100.0,13.47,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.52,3.24,4.76,1.41,1.95,0.0,0.0,35.6,0.0,0.00,-1.00,0.01,3.56,4.11,0.01,0.01,4.88,1.45,1.99,
16.800,9375,75.4,163.6,99.7,13.44,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.57,3.14,3.83,1.85,1.99,0.0,0.0,34.6,0.0,0.00,-1.00,0.01,3.56,3.99,0.01,0.01,3.92,1.89,2.04,
16.901,9225,75.4,163.6,99.4,13.39,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.84,3.05,4.42,1.62,1.93,0.0,0.0,34.8,0.0,0.00,-1.00,0.01,3.57,3.87,0.01,0.01,4.53,1.66,1.98,
17.000,9353,75.4,163.6,99.9,13.48,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,76.25,3.13,4.47,1.56,1.94,0.0,0.0,35.3,0.0,0.00,-1.00,0.01,3.55,3.97,0.01,0.01,4.58,1.60,1.99,
17.100,9644,75.4,163.6,99.9,13.32,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.72,3.11,4.29,1.61,1.89,0.0,0.0,36.7,0.0,0.00,-1.00,0.01,3.41,3.95,0.01,0.01,4.39,1.65,1.94,
17.200,9825,75.4,163.6,100.0,13.33,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.02,3.12,4.29,1.65,1.87,0.0,0.0,36.8,0.0,0.00,-1.00,0.01,3.38,3.96,0.01,0.01,4.39,1.69,1.91,
17.300,9885,75.4,163.6,100.0,13.34,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.38,3.11,4.26,1.65,1.86,0.0,0.0,37.3,0.0,0.00,-1.00,0.01,3.48,3.95,0.01,0.01,4.37,1.69,1.91,
17.401,10105,75.4,165.2,100.0,13.50,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.30,3.17,4.41,1.65,1.88,0.0,0.0,38.3,0.0,0.00,-1.00,0.01,3.47,4.02,0.01,0.01,4.52,1.69,1.92,
17.500,10146,75.4,163.6,99.9,13.34,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.32,3.10,4.23,1.67,1.88,0.0,0.0,38.3,0.0,0.00,-1.00,0.01,3.39,3.94,0.01,0.01,4.33,1.71,1.93,
17.603,10342,75.4,163.7,0.0,12.68,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,75.00,2.98,3.85,1.64,1.88,0.0,0.0,38.4,0.0,0.00,-1.00,0.01,3.50,3.78,0.01,0.01,3.95,1.68,1.93,
17.703,9955,75.4,163.6,5.2,9.38,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,75.40,3.10,4.16,1.63,1.83,0.0,0.0,38.1,0.0,0.00,-1.00,0.01,3.52,3.93,0.01,0.01,4.26,1.67,1.87,
17.800,9708,75.4,163.6,1.7,8.13,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.22,3.18,4.47,1.65,1.94,0.0,0.0,37.9,0.0,0.00,-1.00,0.01,3.51,4.03,0.01,0.01,4.58,1.69,1.99,
17.900,8293,75.4,163.6,0.0,7.91,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.17,3.07,4.29,1.67,1.84,0.0,0.0,38.7,0.0,0.00,-1.00,0.01,3.47,3.89,0.01,0.01,4.39,1.71,1.89,
18.001,8155,75.4,163.6,1.7,7.95,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.57,3.06,4.59,1.62,1.89,0.0,0.0,38.1,0.0,0.00,-1.00,0.01,3.48,3.88,0.01,0.01,4.70,1.66,1.93,
18.100,8581,75.4,165.2,2.1,7.82,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.97,3.23,4.54,1.64,1.85,0.0,0.0,37.4,0.0,0.00,-1.00,0.01,3.54,4.09,0.01,0.01,4.65,1.68,1.89,
18.200,8780,75.4,163.6,0.0,8.59,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,75.75,3.15,4.64,1.64,1.95,0.0,0.0,37.5,0.0,0.00,-1.00,0.01,3.53,4.00,0.01,0.01,4.75,1.68,2.00,
18.300,8568,75.4,165.4,0.0,12.00,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.95,3.04,4.47,1.61,1.97,0.0,0.0,38.9,0.0,0.00,-1.00,0.01,3.50,3.86,0.01,0.01,4.57,1.65,2.01,
18.400,8052,75.4,165.4,2.4,9.58,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.38,3.02,4.48,1.59,1.90,0.0,0.0,37.7,0.0,0.00,-1.00,0.01,3.48,3.83,0.01,0.01,4.59,1.63,1.94,
18.500,8130,75.4,165.4,5.6,8.82,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.34,3.15,4.26,1.64,1.91,0.0,0.0,38.8,0.0,0.00,-1.00,0.01,3.47,4.00,0.01,0.01,4.36,1.68,1.96,
18.600,6696,75.4,165.4,1.7,9.12,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.50,3.13,4.24,1.66,2.09,0.0,0.0,38.0,0.0,0.00,-1.00,0.01,3.40,3.98,0.01,0.01,4.34,1.70,2.14,
18.701,7598,75.4,165.4,1.4,8.99,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.84,3.06,4.26,1.64,1.90,0.0,0.0,38.0,0.0,0.00,-1.00,0.01,3.45,3.88,0.01,0.01,4.36,1.68,1.94,
18.800,7239,75.4,165.4,0.0,8.76,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.13,2.94,4.26,1.64,2.07,0.0,0.0,38.0,0.0,0.00,-1.00,0.01,3.47,3.73,0.01,0.01,4.37,1.68,2.12,
18.900,7306,75.4,165.4,0.0,8.88,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.25,3.03,4.29,1.62,1.97,0.0,0.0,37.4,0.0,0.00,-1.00,0.01,3.47,3.85,0.01,0.01,4.39,1.66,2.01,
